iso_code,continent,location,date,total_cases,month,new_cases,new_cases_smoothed,total_deaths,new_deaths,people_vaccinated,life_expectancy,human_development_index,excess_mortality,vaccine,total_vaccinations,recovery_count,age_years,Total_deaths,COVID-19_Deaths
LSO,Africa,Lesotho,6/28/21,11239,21-Jun,1,18.857,329,0,,54.33,0.527,,OxfordAstraZeneca,39231,NewlyRecovered,Male Below 30,2337,15
LBR,Africa,Liberia,6/28/21,3794,21-Jun,75,97.857,123,3,79670,64.1,0.48,,PfizerBioNTech,7895198,SeriousCritical,Female Above 65,13015,1197
LBY,Africa,Libya,6/28/21,192786,21-Jun,9,249.714,3191,4,,72.91,0.724,,OxfordAstraZeneca,342096,Mild,Female Below 30,840,23
LIE,Europe,Liechtenstein,6/28/21,3034,21-Jun,0,0.857,59,0,,82.49,0.919,,OxfordAstraZeneca,58452,TotalRecovered,Female Above 30 and Below 65,37780,4802
LTU,Europe,Lithuania,6/28/21,278689,21-Jun,2,40.286,4381,1,1231196,75.93,0.882,,Moderna,764791,NewlyRecovered,Male Above 30 and Below 65,5810,250
LUX,Europe,Luxembourg,6/28/21,70642,21-Jun,4,15.286,818,0,328962,82.25,0.916,,PfizerBioNTech,4183099,SeriousCritical,Male Below 30,306,5
MAC,Asia,Macao,6/28/21,,21-Jun,,,,,229957,84.24,,,PfizerBioNTech,11924683,Mild,Female Above 65,18492,1907
MDG,Africa,Madagascar,6/28/21,42194,21-Jun,2,8.143,909,3,197001,67.04,0.528,,JohnsonJohnson,0,TotalRecovered,Female Below 30,199,3
MWI,Africa,Malawi,6/28/21,35709,21-Jun,0,113.571,1187,5,385242,64.26,0.483,,Moderna,2443605,NewlyRecovered,Female Above 30 and Below 65,5379,171
MYS,Asia,Malaysia,6/28/21,739266,21-Jun,6,5463.857,5001,57,5463128,76.16,0.81,,JohnsonJohnson,0,SeriousCritical,Male Above 65,5731,217
MDV,Asia,Maldives,6/28/21,73482,21-Jun,1,190.429,209,0,,78.92,0.74,,OxfordAstraZeneca,62497,Mild,Male Above 30 and Below 65,36574,4465
MLI,Africa,Mali,6/28/21,14419,21-Jun,1,4.857,525,0,,59.31,0.434,,OxfordAstraZeneca,40,TotalRecovered,Male Below 30,840,23
MLT,Europe,Malta,6/28/21,30612,21-Jun,6,3.143,420,0,357171,82.53,0.895,,JohnsonJohnson,1248174,NewlyRecovered,Female Above 65,198,2
MHL,Oceania,Marshall Islands,6/28/21,4,21-Jun,0,0,,,,73.7,0.704,,PfizerBioNTech,50026083,SeriousCritical,Female Below 30,39504,5088
MRT,Africa,Mauritania,6/28/21,20676,21-Jun,8,44.429,487,1,,64.92,0.546,,Moderna,133665,Mild,Female Above 30 and Below 65,2374,126
MUS,Africa,Mauritius,6/28/21,1833,21-Jun,0,18.857,18,0,,74.99,0.804,,Moderna,23120,TotalRecovered,Female Above 65,36127,4512
MEX,North America,Mexico,6/28/21,2507453,21-Jun,5,4128.857,232608,44,,75.05,0.779,,Moderna,18933,NewlyRecovered,Female Below 30,228,1
FSM,Oceania,Micronesia (country),6/28/21,1,21-Jun,20,0,,,,67.88,0.62,,Moderna,37220,SeriousCritical,Female Above 30 and Below 65,44526,6471
MDA,Europe,Moldova,6/28/21,256614,21-Jun,,61,6187,3,435687,71.9,0.75,,PfizerBioNTech,2022454,Mild,Female Above 65,5945,280
MCO,Europe,Monaco,6/28/21,2575,21-Jun,3,3.714,33,0,,86.75,,,OxfordAstraZeneca,216125,TotalRecovered,Female Below 30,763,7
MNG,Asia,Mongolia,6/28/21,111505,21-Jun,1,1922.143,533,0,1981613,69.87,0.737,,PfizerBioNTech,281650,NewlyRecovered,Female Above 30 and Below 65,4409,340
MNE,Europe,Montenegro,6/28/21,100204,21-Jun,2,16,1609,0,150031,76.88,0.829,,PfizerBioNTech,63693721,SeriousCritical,Male Above 65,44166,6610
MAR,Africa,Morocco,6/28/21,529895,21-Jun,0,451.143,9283,6,9908882,76.68,0.686,,OxfordAstraZeneca,43018,Mild,Male Above 30 and Below 65,5810,250
MOZ,Africa,Mozambique,6/28/21,75422,21-Jun,0,406.429,869,1,,60.85,0.456,,PfizerBioNTech,1042927,TotalRecovered,Male Above 65,23792,2746
MMR,Asia,Myanmar,6/28/21,154385,21-Jun,2,824,3309,12,,67.13,0.583,,OxfordAstraZeneca,370753,NewlyRecovered,Male Above 30 and Below 65,228,1
NAM,Africa,Namibia,6/28/21,86649,21-Jun,2,1554.714,1445,45,,63.71,0.646,,PfizerBioNTech,1151057,SeriousCritical,Male Below 30,7276,567
NPL,Asia,Nepal,6/28/21,635188,21-Jun,5,1792.571,9051,42,2587873,70.78,0.602,,PfizerBioNTech,156381,Mild,Female Above 65,2702,127
NLD,Europe,Netherlands,6/28/21,1711545,21-Jun,7,623.429,18024,0,,82.28,0.944,,OxfordAstraZeneca,3791775,TotalRecovered,Female Below 30,563,4
NZL,Oceania,New Zealand,6/28/21,2742,21-Jun,5,3,26,0,,82.29,0.931,,Moderna,257739,NewlyRecovered,Female Above 30 and Below 65,3453,47
NIC,North America,Nicaragua,6/28/21,7920,21-Jun,0,32,189,0,,74.48,0.66,,JohnsonJohnson,1944532,SeriousCritical,Male Above 65,13015,1197
NER,Africa,Niger,6/28/21,5480,21-Jun,10,1.571,193,0,,62.42,0.394,,JohnsonJohnson,0,Mild,Male Above 30 and Below 65,373,1
NGA,Africa,Nigeria,6/28/21,167532,21-Jun,10,34.286,2119,0,,54.69,0.539,,PfizerBioNTech,218095,TotalRecovered,Male Below 30,21784,2364
MKD,Europe,North Macedonia,6/28/21,155676,21-Jun,4,7,5484,0,,75.8,0.774,,PfizerBioNTech,9578174,NewlyRecovered,Female Above 65,4220,75
NOR,Europe,Norway,6/28/21,130744,21-Jun,5,171.286,792,0,2495201,82.4,0.957,,Moderna,7,SeriousCritical,Female Below 30,4409,340
OMN,Asia,Oman,6/28/21,264302,21-Jun,4,1961.429,3013,46,854274,77.86,0.813,,JohnsonJohnson,38210,Mild,Female Above 30 and Below 65,433,9
PAK,Asia,Pakistan,6/28/21,956392,21-Jun,0,936.286,22254,23,,67.27,0.557,,OxfordAstraZeneca,178518,TotalRecovered,Male Above 65,42164,5821
PSE,Asia,Palestine,6/28/21,313851,21-Jun,8,148.571,3561,2,490082,74.05,0.708,,OxfordAstraZeneca,103691,NewlyRecovered,Male Above 30 and Below 65,5810,250
PAN,North America,Panama,6/28/21,401332,21-Jun,1,1013,6529,5,994064,78.51,0.815,,PfizerBioNTech,484291,SeriousCritical,Male Below 30,40326,5079
PNG,Oceania,Papua New Guinea,6/28/21,17098,21-Jun,75,12.143,173,0,,64.5,0.555,,OxfordAstraZeneca,835580,Mild,Female Above 65,1380,31
PRY,South America,Paraguay,6/28/21,419764,21-Jun,9,1720.429,12641,124,,74.25,0.728,,PfizerBioNTech,1912347,TotalRecovered,Male Above 65,39204,5309
PER,South America,Peru,6/28/21,2048115,21-Jun,0,2500.571,191899,315,,76.74,0.777,,PfizerBioNTech,32232422,NewlyRecovered,Male Above 30 and Below 65,228,1
PHL,Asia,Philippines,6/28/21,1403588,21-Jun,2,5621.286,24456,84,,71.23,0.718,,PfizerBioNTech,87142,NewlyRecovered,Male Below 30,8501,14
POL,Europe,Poland,6/28/21,2879689,21-Jun,4,121.286,74979,0,16716871,78.73,0.88,,PfizerBioNTech,243669,SeriousCritical,Female Above 65,19636,2089
PRT,Europe,Portugal,6/28/21,875449,21-Jun,,1377.571,17086,2,5386835,82.05,0.864,,PfizerBioNTech,3359401,Mild,Female Below 30,5078,123
QAT,Asia,Qatar,6/28/21,221810,21-Jun,2,125.714,588,0,1689837,80.23,0.848,,PfizerBioNTech,397127,TotalRecovered,Female Above 30 and Below 65,42328,5286
ROU,Europe,Romania,6/28/21,1080667,21-Jun,0,55,33311,58,4702086,76.05,0.828,,PfizerBioNTech,6354991,NewlyRecovered,Male Above 30 and Below 65,8084,697
RUS,Europe,Russia,6/28/21,5408744,21-Jun,6,19488,131671,601,21790363,72.58,0.824,,Moderna,122580,SeriousCritical,Male Below 30,5077,432
RWA,Africa,Rwanda,6/28/21,37384,21-Jun,1,849.857,427,7,,69.02,0.543,,PfizerBioNTech,41577309,Mild,Female Above 65,413701,56709
KNA,North America,Saint Kitts and Nevis,6/28/21,439,21-Jun,1,12.714,3,0,,76.23,0.779,,JohnsonJohnson,26,TotalRecovered,Female Below 30,2563,123
LCA,North America,Saint Lucia,6/28/21,5284,21-Jun,6,9.429,84,0,,76.2,0.759,,SinopharmBeijing,1873498,NewlyRecovered,Female Above 30 and Below 65,40580,5683
VCT,North America,Saint Vincent and the Grenadines,6/28/21,2219,21-Jun,0,3.286,12,0,,72.53,0.738,,OxfordAstraZeneca,23333,NewlyRecovered,Male Above 65,3752,65
WSM,Oceania,Samoa,6/28/21,3,21-Jun,8,0,,,,73.32,0.715,,Moderna,28350,SeriousCritical,Male Above 30 and Below 65,48343,6719
SMR,Europe,San Marino,6/28/21,5091,21-Jun,0,0.143,90,0,,84.97,,,PfizerBioNTech,6241647,NewlyRecovered,Male Below 30,7262,554
STP,Africa,Sao Tome and Principe,6/28/21,2365,21-Jun,5,0.429,37,0,16453,70.39,0.625,,OxfordAstraZeneca,10462051,SeriousCritical,Male Above 65,15199,1474
SAU,Asia,Saudi Arabia,6/28/21,484539,21-Jun,20,1305.143,7789,14,,75.13,0.854,,OxfordAstraZeneca,41237,Mild,Male Above 30 and Below 65,1185,47
SEN,Africa,Senegal,6/28/21,42929,21-Jun,,70.286,1164,0,515344,67.94,0.512,,OxfordAstraZeneca,49089,NewlyRecovered,Male Below 30,41363,6045
SRB,Europe,Serbia,6/28/21,716385,21-Jun,3,77.714,7039,8,,76,0.806,,OxfordAstraZeneca,78410,SeriousCritical,Female Above 65,8208,816
SYC,Africa,Seychelles,6/28/21,15579,21-Jun,1,208,68,5,,73.4,0.796,,OxfordAstraZeneca,487334,NewlyRecovered,Female Below 30,46888,5960
SLE,Africa,Sierra Leone,6/28/21,5443,21-Jun,2,80.571,97,3,,54.7,0.452,,OxfordAstraZeneca,323062,SeriousCritical,Female Above 30 and Below 65,982,25
SGP,Asia,Singapore,6/28/21,62553,21-Jun,0,17.571,36,0,,83.62,0.938,,OxfordAstraZeneca,38575,NewlyRecovered,Male Above 65,1353,37
SVK,Europe,Slovakia,6/28/21,391566,21-Jun,0,34.286,12509,4,2007665,77.54,0.86,,OxfordAstraZeneca,1557676,SeriousCritical,Male Above 30 and Below 65,2729,136
SVN,Europe,Slovenia,6/28/21,257252,21-Jun,2,35.857,4419,0,815838,81.32,0.917,,JohnsonJohnson,10939901,Mild,Male Below 30,1835,74
SLB,Oceania,Solomon Islands,6/28/21,20,21-Jun,2,0,,,,73,0.567,,Sinovac,640232,TotalRecovered,Female Above 65,4754,124
SOM,Africa,Somalia,6/28/21,14933,21-Jun,5,9.429,775,0,137981,57.4,,,OxfordAstraZeneca,44961,NewlyRecovered,Female Below 30,22571,2499
ZAF,Africa,South Africa,6/28/21,1941119,21-Jun,7,15520,60038,138,2787996,64.13,0.709,,OxfordAstraZeneca,333289,SeriousCritical,Female Above 30 and Below 65,9343,829
KOR,Asia,South Korea,6/28/21,156167,21-Jun,5,609.429,2017,2,15304120,83.03,0.916,,Moderna,53610,Mild,Male Above 65,15199,1474
SSD,Africa,South Sudan,6/28/21,10824,21-Jun,0,5.429,116,1,42166,57.85,0.433,,JohnsonJohnson,94539,TotalRecovered,Male Above 30 and Below 65,41556,6237
ESP,Europe,Spain,6/28/21,3792642,21-Jun,10,3998.714,80789,10,,83.56,0.904,,OxfordAstraZeneca,151216,NewlyRecovered,Male Below 30,39204,5309
LKA,Asia,Sri Lanka,6/28/21,255508,21-Jun,10,1955.429,2985,41,2605558,76.98,0.782,,OxfordAstraZeneca,7473179,SeriousCritical,Female Above 65,38574,5050
SDN,Africa,Sudan,6/28/21,36620,21-Jun,4,39,2754,0,550291,65.31,0.51,,JohnsonJohnson,26,Mild,Male Above 65,3752,65
SUR,South America,Suriname,6/28/21,21360,21-Jun,5,174.143,512,5,157982,71.68,0.738,,JohnsonJohnson,55848,TotalRecovered,Male Above 30 and Below 65,20534,2192
SWE,Europe,Sweden,6/28/21,1088896,21-Jun,4,608.571,14619,0,,82.8,0.945,,JohnsonJohnson,5,NewlyRecovered,Male Below 30,14445,1388
CHE,Europe,Switzerland,6/28/21,702746,21-Jun,0,107.429,10885,3,,83.78,0.955,,Moderna,4,SeriousCritical,Female Above 65,1835,74
SYR,Asia,Syria,6/28/21,25442,21-Jun,8,40.571,1870,3,,72.7,0.567,,OxfordAstraZeneca,7556219,Mild,Female Below 30,23116,2374
TWN,Asia,Taiwan,6/28/21,14694,21-Jun,1,87.714,635,3,1926572,80.46,,,PfizerBioNTech,32648,TotalRecovered,Female Above 30 and Below 65,38574,5050
TJK,Asia,Tajikistan,6/28/21,13460,21-Jun,75,21.714,90,0,,71.1,0.668,,OxfordAstraZeneca,269591,NewlyRecovered,Male Above 30 and Below 65,18492,1907
TZA,Africa,Tanzania,6/28/21,509,21-Jun,9,0,21,0,,65.46,0.529,,Moderna,74016,SeriousCritical,Male Below 30,204,3
THA,Asia,Thailand,6/28/21,249853,21-Jun,0,4078.143,1934,22,6721038,77.15,0.777,,OxfordAstraZeneca,194383,Mild,Female Above 65,2702,127
TLS,Asia,Timor,6/28/21,9055,21-Jun,2,46.714,21,0,,69.5,0.606,,PfizerBioNTech,1466214,TotalRecovered,Female Below 30,35264,4206
TGO,Africa,Togo,6/28/21,13846,21-Jun,4,16.429,128,0,,61.04,0.515,,JohnsonJohnson,391734,NewlyRecovered,Female Above 30 and Below 65,4403,97
TTO,North America,Trinidad and Tobago,6/28/21,32343,21-Jun,,225.143,822,5,211363,73.51,0.796,,PfizerBioNTech,322027,SeriousCritical,Male Above 65,7262,554
TUN,Africa,Tunisia,6/28/21,408931,21-Jun,2,3357.571,14737,83,,76.7,0.74,,Moderna,68858013,Mild,Male Above 30 and Below 65,315,3
TUR,Asia,Turkey,6/28/21,5414310,21-Jun,0,5531,49634,58,33934402,77.69,0.82,,Sinovac,830628,TotalRecovered,Male Above 65,5077,432
UGA,Africa,Uganda,6/28/21,79089,21-Jun,6,915.714,956,53,,63.37,0.544,,Sinovac,562744,NewlyRecovered,Male Above 30 and Below 65,2374,126
UKR,Europe,Ukraine,6/28/21,2298478,21-Jun,1,965.143,54517,19,1912469,72.06,0.779,,PfizerBioNTech,143745,SeriousCritical,Male Below 30,44395,6546
ARE,Asia,United Arab Emirates,6/28/21,628976,21-Jun,1,2140.429,1802,6,,77.97,0.89,,OxfordAstraZeneca,383508,Mild,Female Above 65,44526,6471
GBR,Europe,United Kingdom,6/28/21,4771367,21-Jun,6,16404.429,128367,3,,81.32,0.932,,Moderna,94678,TotalRecovered,Female Below 30,44802,6290
USA,North America,United States,6/28/21,33640502,21-Jun,0,12318.143,604115,150,179615165,78.86,0.926,,OxfordAstraZeneca,4458360,NewlyRecovered,Female Above 30 and Below 65,44526,6471
URY,South America,Uruguay,6/28/21,366915,21-Jun,8,1504.714,5524,30,,77.91,0.817,,PfizerBioNTech,4281764,NewlyRecovered,Male Above 65,5638,163
UZB,Asia,Uzbekistan,6/28/21,109692,21-Jun,0,462.857,731,2,,71.72,0.72,,OxfordAstraZeneca,10079638,SeriousCritical,Male Above 30 and Below 65,26496,3114
VUT,Oceania,Vanuatu,6/28/21,4,21-Jun,5,0,1,0,,70.47,0.609,,JohnsonJohnson,1871546,NewlyRecovered,Male Below 30,7174,438
VAT,Europe,Vatican,6/28/21,27,21-Jun,20,0,,,,75.12,,,,,SeriousCritical,Female Above 65,10556,30
VEN,South America,Venezuela,6/28/21,269635,21-Jun,,1085.286,3068,0,,72.06,0.711,,,,Mild,Female Below 30,3603,210
VNM,Asia,Vietnam,6/28/21,16136,21-Jun,3,372.286,78,2,3324110,75.4,0.704,,,,NewlyRecovered,Female Above 30 and Below 65,3939,277
YEM,Asia,Yemen,6/28/21,6909,21-Jun,1,2.857,1361,1,,66.12,0.47,,,,SeriousCritical,Male Above 65,16987,1651
ZMB,Africa,Zambia,6/28/21,149661,21-Jun,2,2718.571,2091,69,,63.89,0.584,,,,NewlyRecovered,Male Above 30 and Below 65,198,2
ZWE,Africa,Zimbabwe,6/28/21,47284,21-Jun,0,727,1749,13,,61.49,0.571,,,,SeriousCritical,Male Below 30,7174,438
IND,Asia,India,6/28/21,30316897,21-Jun,0,48433.714,397637,907,265545768,69.66,0.645,,Moderna,12163032,NewlyRecovered,Female Above 65,15000,15000
IND,Asia,India,6/28/21,30316897,21-Jun,2,48433.714,6000,800,265545768,69.66,0.645,,Moderna,163032,SeriousCritical,Male Above 65,4000,4000
IND,Asia,India,6/28/21,30316897,21-Jun,2,48433.714,45000,907,265545768,69.66,0.645,,Sinovac,12163032,Mild,Male Above 30 and Below 65,15000,15000
IND,Asia,India,6/28/21,30316897,21-Jun,5,48433.714,397637,300,265545768,69.66,0.645,,OxfordAstraZeneca,12163032,TotalRecovered,Male Below 30,15000,15000
IND,Asia,India,6/28/21,30316897,21-Jun,0,48433.714,70000,907,265545768,69.66,0.645,,OxfordAstraZeneca,566082,NewlyRecovered,Female Above 65,41363,6045
IND,Asia,India,6/28/21,30316897,21-Jun,5,48433.714,397637,600,265545768,69.66,0.645,,OxfordAstraZeneca,82622178,SeriousCritical,Female Below 30,2868,500
IND,Asia,India,6/28/21,30316897,21-Jun,100,48433.714,30000,200,265545768,69.66,0.645,,OxfordAstraZeneca,10450,Mild,Male Above 65,250,1000
IND,Asia,India,6/28/21,30316897,21-Jun,100,48433.714,1000000,907,265545768,69.66,0.645,,OxfordAstraZeneca,1873498,TotalRecovered,Male Above 30 and Below 65,40580,5683
AFG,Asia,Afghanistan,6/28/21,115751,21-Jun,10,1692.714,4730,211,,64.83,0.511,,OxfordAstraZeneca,10804437,NewlyRecovered,Male Below 30,14445,1388
ALB,Europe,Bangladesh,6/28/21,8,21-Jun,4,3.286,2456,0,547300,78.57,0.795,,OxfordAstraZeneca,95843,SeriousCritical,Female Above 65,1835,74
DZA,Africa,Algeria,6/28/21,138840,21-Jun,5,363.714,3699,6,,76.88,0.748,,OxfordAstraZeneca,518004,Mild,Female Below 30,44392,6443
AND,Europe,Andorra,6/28/21,13882,21-Jun,4,2.571,127,0,,83.73,0.868,,OxfordAstraZeneca,298706,TotalRecovered,Female Above 30 and Below 65,10810,1128
AGO,Africa,Angola,6/28/21,38613,21-Jun,0,123.571,891,2,943301,61.15,0.581,,OxfordAstraZeneca,3028162,NewlyRecovered,Male Above 65,44504,5641
ATG,North America,Antigua and Barbuda,6/28/21,1263,21-Jun,8,0,42,0,,77.02,0.778,,OxfordAstraZeneca,23,SeriousCritical,Male Above 30 and Below 65,228,1
ARG,South America,Argentina,6/28/21,4423636,21-Jun,1,20891.571,93142,574,15993494,76.67,0.845,,OxfordAstraZeneca,2707983,Mild,Male Below 30,2203,81
ARM,Asia,Armenia,6/28/21,224851,21-Jun,75,85.429,4510,2,,75.09,0.776,,OxfordAstraZeneca,4,TotalRecovered,Female Above 65,44502,6455
ABW,North America,Aruba,6/28/21,,21-Jun,9,,,,67457,76.29,,,OxfordAstraZeneca,533,NewlyRecovered,Female Below 30,10556,30
AUS,Oceania,Australia,6/28/21,30560,21-Jun,0,27.714,910,0,6152645,83.44,0.944,,OxfordAstraZeneca,2975738,SeriousCritical,Female Above 30 and Below 65,10556,30
AUT,Europe,Austria,6/28/21,650324,21-Jun,2,93.429,10701,1,4692442,81.54,0.922,,OxfordAstraZeneca,9020928,Mild,Male Above 65,14445,1388
AZE,Asia,Azerbaijan,6/28/21,335874,21-Jun,4,50.429,4970,2,2139001,73,0.756,,OxfordAstraZeneca,10026,TotalRecovered,Male Above 30 and Below 65,1353,37
BHS,North America,Bahamas,6/28/21,12467,21-Jun,,14.714,245,0,,73.92,0.814,,OxfordAstraZeneca,293234,NewlyRecovered,Male Below 30,27334,3160
BHR,Asia,Bahrain,6/28/21,265477,21-Jun,2,311.714,1348,3,1054837,77.29,0.852,,OxfordAstraZeneca,315676,SeriousCritical,Female Above 65,5731,217
BGD,Asia,Bangladesh,6/28/21,8,21-Jun,0,5780.857,14276,0,5823245,72.59,0.632,,OxfordAstraZeneca,8886,Mild,Male Above 65,42328,5286
BRB,North America,Barbados,6/28/21,4077,21-Jun,6,4.571,47,0,,79.19,0.814,,OxfordAstraZeneca,342263,TotalRecovered,Male Above 30 and Below 65,2337,112
BLR,Europe,Belarus,6/28/21,415780,21-Jun,1,661,3122,9,,74.79,0.823,,OxfordAstraZeneca,168953,NewlyRecovered,Male Below 30,44392,6443
BEL,Europe,Belgium,6/28/21,1083478,21-Jun,1,548.286,25168,8,7013433,81.63,0.931,,OxfordAstraZeneca,566082,SeriousCritical,Female Above 65,41363,6045
BLZ,North America,Belize,6/28/21,13189,21-Jun,6,21.429,329,0,,74.62,0.716,,OxfordAstraZeneca,82622178,Mild,Female Below 30,2868,39
BEN,Africa,Benin,6/28/21,8170,21-Jun,0,4.286,104,0,36188,61.77,0.545,,OxfordAstraZeneca,36223,TotalRecovered,Female Above 30 and Below 65,13015,1197
BTN,Asia,Bhutan,6/28/21,2062,21-Jun,8,17.571,1,0,,71.78,0.654,,OxfordAstraZeneca,70268,NewlyRecovered,Male Above 30 and Below 65,204,3
BOL,South America,Bolivia,6/28/21,435568,21-Jun,0,1822.429,16631,50,1788228,71.51,0.718,,Moderna,3188,NewlyRecovered,Male Below 30,14386,1580
BIH,Europe,Bosnia and Herzegovina,6/28/21,204991,21-Jun,5,18.714,9658,3,,77.4,0.78,,Moderna,277708,SeriousCritical,Female Above 65,676,2
BWA,Africa,Botswana,6/28/21,69680,21-Jun,20,553.143,1125,30,,69.59,0.735,,PfizerBioNTech,4003939,NewlyRecovered,Female Below 30,3391,217
BRA,South America,Brazil,6/28/21,18448402,21-Jun,,68795.857,514092,618,71291563,75.88,0.765,,PfizerBioNTech,10389329,SeriousCritical,Female Above 30 and Below 65,198,2
BRN,Asia,Brunei,6/28/21,259,21-Jun,3,0.571,3,0,,75.86,0.838,,Moderna,30454,Mild,Male Above 65,563,4
BGR,Europe,Bulgaria,6/28/21,421646,21-Jun,1,70.571,18040,13,944704,75.05,0.816,,PfizerBioNTech,32991282,NewlyRecovered,Male Above 30 and Below 65,8208,816
BFA,Africa,Burkina Faso,6/28/21,13479,21-Jun,2,1.429,168,0,25833,61.58,0.452,,Moderna,1262,SeriousCritical,Male Below 30,511,3
BDI,Africa,Burundi,6/28/21,5423,21-Jun,0,25.857,8,0,,61.58,0.433,,JohnsonJohnson,8696,NewlyRecovered,Female Above 65,1380,31
KHM,Asia,Cambodia,6/28/21,48532,21-Jun,0,726.571,556,16,4019751,69.82,0.594,,PfizerBioNTech,3458360,SeriousCritical,Female Below 30,1380,31
CMR,Africa,Cameroon,6/28/21,80487,21-Jun,2,22.714,1320,0,88333,59.29,0.563,,PfizerBioNTech,38623102,NewlyRecovered,Male Above 65,40580,5683
CAN,North America,Canada,6/28/21,1421695,21-Jun,2,637,26215,28,25610293,82.43,0.929,,OxfordAstraZeneca,113339,NewlyRecovered,Male Above 30 and Below 65,40580,5683
CPV,Africa,Cape Verde,6/28/21,32399,21-Jun,5,51.429,286,0,76390,72.98,0.665,,OxfordAstraZeneca,19302,SeriousCritical,Male Below 30,1641,14
CYM,North America,Cayman Islands,6/28/21,,21-Jun,7,,,,48262,83.92,,,OxfordAstraZeneca,69579,Mild,Female Above 65,5379,171
CAF,Africa,Central African Republic,6/28/21,7141,21-Jun,5,1.714,98,0,,53.28,0.397,,OxfordAstraZeneca,1644401,TotalRecovered,Female Below 30,25561,2968
TCD,Africa,Chad,6/28/21,4951,21-Jun,0,0.571,174,0,,54.24,0.398,,OxfordAstraZeneca,24951,NewlyRecovered,Female Above 30 and Below 65,433,9
CHL,South America,Chile,6/28/21,1551137,21-Jun,10,4130.571,32454,156,,80.18,0.851,,OxfordAstraZeneca,656926,SeriousCritical,Male Above 65,48343,6719
CHN,Asia,China,6/28/21,91825,21-Jun,10,20.429,4636,0,,76.91,0.761,,OxfordAstraZeneca,1622000,Mild,Male Above 30 and Below 65,48321,7079
COL,South America,Colombia,6/28/21,4187194,21-Jun,4,31255.571,105326,648,,77.29,0.767,,OxfordAstraZeneca,2763676,TotalRecovered,Male Below 30,6649,400
COM,Africa,Comoros,6/28/21,3912,21-Jun,5,0,146,0,,64.32,0.554,,OxfordAstraZeneca,11517956,NewlyRecovered,Female Above 65,2374,126
COG,Africa,Congo,6/28/21,12485,21-Jun,4,26.714,165,0,,64.57,0.574,,OxfordAstraZeneca,43144,SeriousCritical,Female Below 30,38574,5050
CRI,North America,Costa Rica,6/28/21,364304,21-Jun,0,1458.429,4648,46,,80.28,0.81,,OxfordAstraZeneca,322211,Mild,Female Above 30 and Below 65,21784,2364
CIV,Africa,Cote d'Ivoire,6/28/21,48203,21-Jun,8,22.286,313,1,745327,57.78,0.538,,OxfordAstraZeneca,306725,TotalRecovered,Male Above 65,347,8
HRV,Europe,Croatia,6/28/21,359666,21-Jun,1,68.857,8202,2,1482581,78.49,0.851,,OxfordAstraZeneca,9127,NewlyRecovered,Male Above 30 and Below 65,27516,3296
CUB,North America,Cuba,6/28/21,184943,21-Jun,75,2225.429,1253,12,,78.8,0.783,,OxfordAstraZeneca,176989,SeriousCritical,Male Below 30,1380,31
CUW,North America,Curacao,6/28/21,,21-Jun,9,,,,88632,78.88,,,OxfordAstraZeneca,184859,Mild,Female Above 65,5078,123
CYP,Europe,Cyprus,6/28/21,75099,21-Jun,0,198.429,374,0,,80.98,0.887,,OxfordAstraZeneca,204468,TotalRecovered,Male Above 65,37330,4373
CZE,Europe,Czechia,6/28/21,1666947,21-Jun,2,123.571,30298,0,4994613,79.38,0.9,,OxfordAstraZeneca,171716,NewlyRecovered,Male Above 30 and Below 65,3391,217
COD,Africa,Democratic Republic of Congo,6/28/21,40439,21-Jun,4,359,916,0,,60.68,0.48,,OxfordAstraZeneca,1778648,NewlyRecovered,Male Below 30,44166,6610
DNK,Europe,Denmark,6/28/21,293916,21-Jun,,185.429,2534,1,3281015,80.9,0.94,,OxfordAstraZeneca,24608,SeriousCritical,Female Above 65,48343,6719
DJI,Africa,Djibouti,6/28/21,11601,21-Jun,2,1.429,155,0,,67.11,0.524,,PfizerBioNTech,218095,NewlyRecovered,Female Below 30,3541,50
DMA,North America,Dominica,6/28/21,193,21-Jun,0,0.286,,,,75,0.742,,JohnsonJohnson,17,SeriousCritical,Female Above 30 and Below 65,9343,829
DOM,North America,Dominican Republic,6/28/21,323650,21-Jun,6,857.857,3801,4,,74.08,0.756,,PfizerBioNTech,2954838,Mild,Male Above 30 and Below 65,945,21
ECU,South America,Ecuador,6/28/21,455743,21-Jun,1,1301.429,21523,0,,77.01,0.759,,OxfordAstraZeneca,179606,NewlyRecovered,Male Below 30,40580,5683
EGY,Africa,Egypt,6/28/21,280770,21-Jun,1,424.714,16125,33,,71.99,0.707,,OxfordAstraZeneca,15195,SeriousCritical,Female Above 65,13444,1485
SLV,North America,El Salvador,6/28/21,78766,21-Jun,6,183.143,2371,4,,73.32,0.673,,PfizerBioNTech,1567267,NewlyRecovered,Female Below 30,10556,30
